ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000100.SZ,20230915,4.0,4.03,3.97,3.99,3.98,0.010000000000000231,0.2513,1304052.42,521597.943
000100.SZ,20230914,4.0,4.01,3.95,3.98,4.01,-0.029999999999999805,-0.7481,1310045.02,521528.277
000100.SZ,20230913,4.08,4.09,3.98,4.01,4.09,-0.08000000000000007,-1.956,1740333.39,699097.894
000100.SZ,20230912,4.05,4.11,4.01,4.09,4.04,0.04999999999999982,1.2376,1958202.31,793883.946
000100.SZ,20230911,4.07,4.08,4.02,4.04,4.04,0.0,0.0,1787651.17,723765.982
000100.SZ,20230908,4.06,4.08,4.01,4.04,4.04,0.0,0.0,1393445.44,563706.789
000100.SZ,20230907,4.14,4.15,4.03,4.04,4.14,-0.09999999999999964,-2.4155,2121507.42,864506.141
000100.SZ,20230906,4.2,4.21,4.11,4.14,4.24,-0.10000000000000053,-2.3585,2659574.65,1100961.923
000100.SZ,20230905,4.21,4.25,4.18,4.24,4.21,0.03000000000000025,0.7126,1669409.41,706739.109
000100.SZ,20230904,4.16,4.26,4.13,4.21,4.13,0.08000000000000007,1.937,2710006.98,1139386.194
000100.SZ,20230901,4.11,4.14,4.1,4.13,4.1,0.03000000000000025,0.7317,1345846.95,555188.613
000100.SZ,20230831,4.05,4.14,4.03,4.1,4.06,0.040000000000000036,0.9852,2367872.05,970570.977
000100.SZ,20230830,3.99,4.1,3.97,4.06,3.94,0.11999999999999966,3.0457,3132206.11,1265493.985
000100.SZ,20230829,3.8,3.97,3.8,3.94,3.8,0.14000000000000012,3.6842,2488716.03,967186.933
000100.SZ,20230828,4.0,4.03,3.79,3.8,3.81,-0.010000000000000231,-0.2625,2319912.83,902936.317
000100.SZ,20230825,3.84,3.85,3.8,3.81,3.85,-0.040000000000000036,-1.039,1192928.13,455913.979
000100.SZ,20230824,3.83,3.9,3.79,3.85,3.81,0.040000000000000036,1.0499,1609380.36,618910.435
000100.SZ,20230823,3.96,3.97,3.8,3.81,3.96,-0.1499999999999999,-3.7879,1874052.15,725264.987
000100.SZ,20230822,3.85,3.99,3.85,3.96,3.84,0.1200000000000001,3.125,2161708.67,847471.848
000100.SZ,20230821,3.86,3.91,3.84,3.84,3.86,-0.020000000000000018,-0.5181,1062565.14,411266.73
000100.SZ,20230818,3.96,3.96,3.86,3.86,3.95,-0.0900000000000003,-2.2785,1386607.87,540543.941
000100.SZ,20230817,3.95,3.97,3.91,3.95,3.97,-0.020000000000000018,-0.5038,1254443.55,494120.989
000100.SZ,20230816,4.01,4.02,3.92,3.97,4.03,-0.06000000000000005,-1.4888,1240633.79,492113.936
000100.SZ,20230815,4.0,4.04,3.96,4.03,3.99,0.040000000000000036,1.0025,1585933.12,636666.126
000100.SZ,20230814,3.89,4.03,3.84,3.99,3.9,0.0900000000000003,2.3077,2360509.25,931866.634
000100.SZ,20230811,4.07,4.07,3.9,3.9,4.07,-0.17000000000000037,-4.1769,2255302.74,892848.585
000100.SZ,20230810,4.05,4.07,4.02,4.07,4.05,0.020000000000000462,0.4938,1330473.74,538731.297
000100.SZ,20230809,4.14,4.15,4.03,4.05,4.15,-0.10000000000000053,-2.4096,2048226.43,832225.002
000100.SZ,20230808,4.2,4.23,4.13,4.15,4.22,-0.0699999999999994,-1.6588,1920175.86,800709.481
000100.SZ,20230807,4.27,4.3,4.2,4.22,4.27,-0.04999999999999982,-1.171,1550962.08,658037.922
000100.SZ,20230804,4.31,4.34,4.25,4.27,4.3,-0.03000000000000025,-0.6977,1934666.07,829104.947
000100.SZ,20230803,4.27,4.31,4.25,4.3,4.29,0.009999999999999787,0.2331,1214685.67,520052.625
000100.SZ,20230802,4.28,4.31,4.26,4.29,4.29,0.0,0.0,1222899.69,524654.61
000100.SZ,20230801,4.28,4.31,4.26,4.29,4.29,0.0,0.0,1395805.55,598200.351
000100.SZ,20230731,4.29,4.34,4.25,4.29,4.28,0.009999999999999787,0.2336,2150694.15,922584.232
000100.SZ,20230728,4.18,4.33,4.16,4.28,4.21,0.07000000000000028,1.6627,2649919.21,1133280.142
000100.SZ,20230727,4.2,4.24,4.18,4.21,4.22,-0.009999999999999787,-0.237,1822198.79,767261.254
