ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000066.SZ,20230915,10.86,11.28,10.68,10.73,10.82,-0.08999999999999986,-0.8318,652347.95,711899.221
000066.SZ,20230914,10.9,10.95,10.75,10.82,10.9,-0.08000000000000007,-0.7339,295843.89,321066.217
000066.SZ,20230913,11.25,11.25,10.72,10.9,11.23,-0.33000000000000007,-2.9386,609513.95,663086.214
000066.SZ,20230912,11.16,11.38,11.08,11.23,11.17,0.0600000000000005,0.5372,448671.05,503333.571
000066.SZ,20230911,11.01,11.33,10.87,11.17,10.99,0.17999999999999972,1.6379,438538.25,487535.414
000066.SZ,20230908,10.92,11.1,10.75,10.99,10.95,0.040000000000000924,0.3653,334709.03,366117.327
000066.SZ,20230907,11.16,11.2,10.91,10.95,11.16,-0.21000000000000085,-1.8817,376031.34,415214.082
000066.SZ,20230906,10.9,11.28,10.76,11.16,10.95,0.21000000000000085,1.9178,553263.19,612926.384
000066.SZ,20230905,11.15,11.22,10.91,10.95,11.15,-0.20000000000000107,-1.7937,409277.68,450977.848
000066.SZ,20230904,10.89,11.17,10.77,11.15,10.8,0.34999999999999964,3.2407,540097.65,590981.853
000066.SZ,20230901,10.85,10.93,10.73,10.8,10.89,-0.08999999999999986,-0.8264,242925.15,262722.788
000066.SZ,20230831,10.85,10.95,10.71,10.89,10.86,0.030000000000001137,0.2762,358243.17,388765.043
000066.SZ,20230830,10.75,11.03,10.66,10.86,10.68,0.17999999999999972,1.6854,683864.12,743356.484
000066.SZ,20230829,10.56,10.77,10.45,10.68,10.55,0.129999999999999,1.2322,710726.27,756697.352
000066.SZ,20230828,10.99,11.06,10.49,10.55,10.36,0.19000000000000128,1.834,561702.47,603919.471
000066.SZ,20230825,10.78,10.78,10.25,10.36,10.89,-0.5300000000000011,-4.8669,601369.58,629819.464
000066.SZ,20230824,11.15,11.2,10.85,10.89,11.06,-0.16999999999999993,-1.5371,473944.86,519461.159
000066.SZ,20230823,11.36,11.39,11.03,11.06,11.44,-0.379999999999999,-3.3217,356039.98,397767.419
000066.SZ,20230822,11.22,11.47,11.1,11.44,11.16,0.27999999999999936,2.509,358804.61,404640.358
000066.SZ,20230821,11.22,11.47,11.15,11.16,11.27,-0.10999999999999943,-0.976,326958.98,368846.255
000066.SZ,20230818,11.55,11.66,11.25,11.27,11.55,-0.28000000000000114,-2.4242,312849.77,356879.56
000066.SZ,20230817,11.49,11.66,11.3,11.55,11.53,0.02000000000000135,0.1735,364503.39,420160.073
000066.SZ,20230816,11.94,11.95,11.49,11.53,11.99,-0.46000000000000085,-3.8365,443234.34,516040.385
000066.SZ,20230815,12.33,12.34,11.82,11.99,12.25,-0.2599999999999998,-2.1224,326107.12,391720.19
000066.SZ,20230814,11.9,12.28,11.84,12.25,12.0,0.25,2.0833,346409.25,417167.182
000066.SZ,20230811,12.38,12.38,12.0,12.0,12.35,-0.34999999999999964,-2.834,347030.56,421838.912
000066.SZ,20230810,12.38,12.45,12.22,12.35,12.46,-0.11000000000000121,-0.8828,285265.36,351275.582
000066.SZ,20230809,12.6,12.89,12.42,12.46,12.57,-0.10999999999999943,-0.8751,460384.09,580817.451
000066.SZ,20230808,12.65,12.94,12.56,12.57,12.69,-0.11999999999999922,-0.9456,456195.94,580684.073
000066.SZ,20230807,12.67,12.86,12.6,12.69,12.66,0.02999999999999936,0.237,398056.94,505501.725
000066.SZ,20230804,12.49,12.82,12.49,12.66,12.52,0.14000000000000057,1.1182,404864.46,514113.082
000066.SZ,20230803,12.55,12.79,12.4,12.52,12.55,-0.030000000000001137,-0.239,328179.08,411500.399
000066.SZ,20230802,12.58,12.72,12.45,12.55,12.66,-0.10999999999999943,-0.8689,427061.68,537249.703
000066.SZ,20230801,12.3,13.01,12.16,12.66,12.25,0.41000000000000014,3.3469,857935.14,1080651.383
000066.SZ,20230731,12.26,12.41,12.14,12.25,12.31,-0.0600000000000005,-0.4874,385232.43,472519.609
000066.SZ,20230728,12.04,12.37,12.02,12.31,12.03,0.28000000000000114,2.3275,596779.93,729902.596
000066.SZ,20230727,12.18,12.2,12.0,12.03,12.15,-0.120000000000001,-0.9877,303434.82,366594.393
000066.SZ,20230726,12.32,12.34,12.06,12.15,12.41,-0.2599999999999998,-2.0951,382175.34,465092.02
000066.SZ,20230725,12.25,12.75,11.95,12.41,12.16,0.25,2.0559,692048.42,852202.155
000066.SZ,20230724,12.01,12.45,11.92,12.16,11.92,0.2400000000000002,2.0134,497600.07,607322.645
000066.SZ,20230721,12.18,12.23,11.84,11.92,12.16,-0.2400000000000002,-1.9737,526217.16,630767.686
000066.SZ,20230720,12.62,12.66,12.1,12.16,12.59,-0.4299999999999997,-3.4154,605881.2,745575.212
000066.SZ,20230719,12.94,13.1,12.54,12.59,12.97,-0.3800000000000008,-2.9298,607827.94,775127.626
000066.SZ,20230718,13.1898,13.2298,12.95,12.97,13.2198,-0.2497999999999987,-1.8896,374069.27,489099.03
000066.SZ,20230717,12.89,13.3996,12.6902,13.2198,13.1099,0.10989999999999966,0.8383,579562.97,756908.585
000066.SZ,20230714,12.97,13.3397,12.8101,13.1099,12.91,0.19989999999999952,1.5484,738013.81,967394.157
000066.SZ,20230713,12.99,13.0599,12.5303,12.91,13.0399,-0.12989999999999924,-0.9962,1103749.13,1415154.586
000066.SZ,20230712,14.5388,14.5488,13.0399,13.0399,14.4888,-1.4489,-10.0001,1218590.36,1634558.478
000066.SZ,20230711,14.0991,14.6387,13.9292,14.4888,14.1591,0.329699999999999,2.3285,819364.13,1174226.566
000066.SZ,20230710,14.269,14.3589,13.9192,14.1591,14.1391,0.02000000000000135,0.1415,365395.76,515843.241
000066.SZ,20230707,14.3089,14.4688,13.5895,14.1391,14.3289,-0.18980000000000175,-1.3246,718176.46,1003494.799
000066.SZ,20230706,14.289,14.9085,14.249,14.3289,14.249,0.0799000000000003,0.5607,588309.2,856063.131
000066.SZ,20230705,14.4488,14.6287,14.209,14.249,14.4888,-0.2397999999999989,-1.6551,432634.99,624514.576
000066.SZ,20230704,14.289,14.9484,14.199,14.4888,14.3789,0.10989999999999966,0.7643,699017.15,1020498.696
000066.SZ,20230703,13.8693,14.7086,13.7094,14.3789,13.8193,0.5595999999999997,4.0494,1089978.74,1555173.313
000066.SZ,20230630,13.9192,14.0392,13.6594,13.8193,14.0392,-0.2198999999999991,-1.5663,568285.39,785341.106
000066.SZ,20230629,14.1291,14.4289,13.9892,14.0392,14.179,-0.13980000000000103,-0.986,653449.34,925556.311
000066.SZ,20230628,13.6095,14.3989,13.2897,14.179,13.5295,0.6494999999999997,4.8006,1239919.77,1719749.488
000066.SZ,20230627,13.7794,13.7893,13.4596,13.5295,13.6295,-0.09999999999999964,-0.7337,762151.78,1035184.521
000066.SZ,20230626,14.0491,14.3289,13.5395,13.6295,14.0891,-0.4596,-3.2621,752038.58,1044990.715
000066.SZ,20230621,14.6287,14.6787,14.0891,14.0891,14.6986,-0.6095000000000006,-4.1467,735511.8,1054553.626
000066.SZ,20230620,14.6886,14.8285,14.4888,14.6986,14.6986,0.0,0.0,581272.08,852641.03
000066.SZ,20230619,14.8385,15.0983,14.4988,14.6986,14.9784,-0.2797999999999998,-1.868,815364.07,1202843.121
000066.SZ,20230616,14.239,15.1883,14.1291,14.9784,14.249,0.7294,5.119,1280664.14,1900053.676
000066.SZ,20230615,14.4588,14.8885,14.1691,14.249,14.4688,-0.21979999999999933,-1.5191,751199.75,1084401.587
000066.SZ,20230614,14.4888,14.7886,14.259,14.4688,14.6287,-0.15990000000000038,-1.0931,848340.78,1229542.226
000066.SZ,20230613,13.9792,14.9185,13.9192,14.6287,13.9192,0.7095000000000002,5.0973,1326564.65,1928230.981
000066.SZ,20230612,14.0092,14.299,13.8693,13.9192,14.1291,-0.2098999999999993,-1.4856,843236.48,1181186.579
000066.SZ,20230609,13.8293,14.1291,13.4796,14.1291,13.7893,0.33979999999999855,2.4642,1314182.89,1817060.883
000066.SZ,20230608,13.8193,14.0192,13.4496,13.7893,13.8493,-0.05999999999999872,-0.4332,1083165.39,1488158.266
000066.SZ,20230607,13.5895,14.0392,13.5096,13.8493,13.5495,0.2997999999999994,2.2126,1226072.82,1695559.494
000066.SZ,20230606,13.7394,13.8693,13.3897,13.5495,13.5695,-0.019999999999999574,-0.1474,1253057.92,1708435.794
000066.SZ,20230605,13.2997,13.8293,13.2697,13.5695,13.0899,0.4795999999999996,3.6639,1494281.42,2025062.245
000066.SZ,20230602,13.0999,13.2797,12.9,13.0899,13.0,0.08990000000000009,0.6915,1255899.7,1643261.044
000066.SZ,20230601,11.8409,13.2098,11.8109,13.0,12.0307,0.9693000000000005,8.0569,1971958.59,2506762.719
000066.SZ,20230531,11.3512,12.3704,11.3412,12.0307,11.3512,0.6794999999999991,5.9862,1288737.93,1535501.724
000066.SZ,20230530,10.9415,11.4112,10.8017,11.3512,11.0315,0.319700000000001,2.8981,644637.66,721082.659
000066.SZ,20230529,11.0515,11.3812,10.9915,11.0315,10.9216,0.10989999999999966,1.0063,588554.39,658070.768
000066.SZ,20230526,10.5918,11.0115,10.5518,10.9216,10.6817,0.23990000000000045,2.2459,461323.45,501738.221
000066.SZ,20230525,10.8116,11.0115,10.4319,10.6817,10.6718,0.00990000000000002,0.0928,396041.79,422185.219
000066.SZ,20230524,10.7117,10.8017,10.5818,10.6718,10.7417,-0.06990000000000052,-0.6507,237142.95,253409.802
000066.SZ,20230523,10.8216,10.9216,10.7017,10.7417,10.8716,-0.12990000000000101,-1.1949,238819.4,257628.075
