ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000036.SZ,20230915,3.91,4.0,3.89,3.99,3.9,0.0900000000000003,2.3077,137971.18,54648.52
000036.SZ,20230914,3.92,3.92,3.86,3.9,3.9,0.0,0.0,54831.98,21333.152
000036.SZ,20230913,3.91,3.94,3.88,3.9,3.91,-0.010000000000000231,-0.2558,65497.13,25595.5
000036.SZ,20230912,3.95,3.95,3.88,3.91,3.9,0.010000000000000231,0.2564,55569.54,21711.342
000036.SZ,20230911,3.9,3.92,3.84,3.9,3.87,0.029999999999999805,0.7752,94167.9,36610.155
000036.SZ,20230908,3.94,3.95,3.87,3.87,3.92,-0.04999999999999982,-1.2755,82227.0,32007.451
000036.SZ,20230907,3.98,4.01,3.91,3.92,3.98,-0.06000000000000005,-1.5075,114117.5,45145.377
000036.SZ,20230906,3.94,4.0,3.9,3.98,3.93,0.04999999999999982,1.2723,134875.3,53298.838
000036.SZ,20230905,4.03,4.03,3.92,3.93,4.01,-0.07999999999999963,-1.995,206621.2,81865.447
000036.SZ,20230904,4.05,4.07,3.98,4.01,4.01,0.0,0.0,172043.7,69102.229
000036.SZ,20230901,4.12,4.14,4.01,4.01,4.09,-0.08000000000000007,-1.956,125549.8,50942.351
000036.SZ,20230831,4.24,4.27,4.08,4.09,4.26,-0.16999999999999993,-3.9906,170795.91,70841.471
000036.SZ,20230830,4.26,4.31,4.22,4.26,4.3,-0.040000000000000036,-0.9302,165646.31,70556.226
000036.SZ,20230829,4.16,4.31,4.1,4.3,4.16,0.13999999999999968,3.3654,231135.5,97523.461
000036.SZ,20230828,4.21,4.27,4.11,4.16,4.01,0.15000000000000036,3.7406,265569.74,111549.771
000036.SZ,20230825,4.02,4.08,3.96,4.01,4.02,-0.009999999999999787,-0.2488,174380.65,70225.878
000036.SZ,20230824,4.05,4.08,3.99,4.02,4.03,-0.010000000000000675,-0.2481,100813.24,40677.223
000036.SZ,20230823,4.1,4.12,4.02,4.03,4.08,-0.04999999999999982,-1.2255,100768.46,40967.64
000036.SZ,20230822,4.1,4.15,4.05,4.08,4.09,-0.009999999999999787,-0.2445,114249.2,46718.999
000036.SZ,20230821,4.15,4.17,4.08,4.09,4.14,-0.04999999999999982,-1.2077,83239.2,34334.953
000036.SZ,20230818,4.21,4.27,4.13,4.14,4.22,-0.08000000000000007,-1.8957,83800.2,35127.829
000036.SZ,20230817,4.24,4.24,4.17,4.22,4.24,-0.020000000000000462,-0.4717,79737.0,33519.231
000036.SZ,20230816,4.19,4.31,4.15,4.24,4.21,0.03000000000000025,0.7126,133444.3,56613.376
000036.SZ,20230815,4.27,4.27,4.15,4.21,4.27,-0.05999999999999961,-1.4052,101632.8,42705.505
